artist_name,track_name,genre,lyrics
Elvis Presley,Jailhouse Rock,pop,"76 ContributorsJailhouse Rock Lyrics[Verse 1] The warden threw a party in the county jail The prison band was there, they began to wail The band was jumping, and the joint began to swing You shoulda heard those locked-out jailbirds sing  [Chorus] Let's rock, everybody, let's rock Everybody in the whole cell block Was dancing to the Jailhouse Rock  [Verse 2] Spider Murphy played the tenor saxophone Little Joe was blowing on the slide trombone The drummer boy from Illinois went crash, boom, bang The whole rhythm section was the Purple Gang  [Chorus] Let's rock, everybody, let's rock Everybody in the whole cell block Was dancing to the Jailhouse Rock  [Verse 3] Number forty-seven said to number three ""You the cutest jailbird I ever did see I sure would be delighted with your company Come on and do the Jailhouse Rock with me"" You might also like[Chorus] Let's rock, everybody, let's rock Everybody in the whole cell block Was dancing to the Jailhouse Rock Rock, rock, rock  [Guitar Solo]  [Verse 4] Sad Sack was sitting on a block of stone Way over in the corner weeping all alone The warden said, ""Hey, buddy, don't you be no square You can't find a partner, use a wooden chair""  [Chorus] Let's rock, everybody, let's rock Everybody in the whole cell block Was dancing to the Jailhouse Rock  [Verse 5] Shifty Henry said to Bugs, ""For Heaven's sake No one's looking, now's our chance to make a break"" Bugsy turned to Shifty, and he said, ""Nix nix I wanna stick around a while and get my kicks.""  [Chorus] Let's rock, everybody, let's rock Everybody in the whole cell block Was dancing to the Jailhouse Rock [Outro] Dancing to the Jailhouse Rock Dancing to the Jailhouse Rock Dancing to the Jailhouse Rock Dancing to the Jailhouse Rock Dancing to the Jailhouse Rock23Embed"
Roy Orbison,"Oh, Pretty Woman",pop,"31 ContributorsOh! Pretty Woman Lyrics[Instrumental Intro]  [Verse 1] Pretty woman, walking down the street Pretty woman, the kind I'd like to meet Pretty woman, I don't believe you You're not the truth No one could look as good as you Mercy!  [Verse 2] Pretty woman, won't you pardon me? Pretty woman, I couldn't help but see Pretty woman, that you look lovely as can be Are you lonely just like me? Rwar-r-r-r-r-r-r-r-r-r  [Middle-Eight] Pretty woman, stop a while Pretty woman, talk a while Pretty woman, give your smile to me Pretty woman, yeah, yeah, yeah Pretty woman, look my way Pretty woman, say you'll stay with me 'Cause I need you, I'll treat you right Come with me, baby, be mine tonight You might also like[Verse 3] Pretty woman, don't walk on by Pretty woman, don't make me cry Pretty woman, don't walk away, hey  [Outro] Okay If that's the way it must be, okay I guess I'll go on home, it's late There'll be tomorrow night, but wait What do I see? Is she walking back to me? Yeah, she's walking back to me Oh, oh, pretty woman13Embed"
Bruce Springsteen,Dancing In the Dark,pop,"67 ContributorsTranslationsDeutschDancing in the Dark Lyrics[Verse 1] I get up in the evening And I ain't got nothing to say I come home in the morning I go to bed feeling the same way I ain't nothing but tired Man, I'm just tired and bored with myself Hey there, baby I could use just a little help  [Chorus] You can't start a fire You can't start a fire without a spark This gun's for hire Even if we're just dancing in the dark  [Verse 2] Messages keep getting clearer Radio's on, and I'm moving 'round my place I check my look in the mirror I wanna change my clothes, my hair, my face Man, I ain't getting nowhere Ah, just living in a dump like this There's something happening somewhere Baby, I just know that there is See Bruce Springsteen LiveGet tickets as low as $54You might also like[Chorus] You can't start a fire You can't start a fire without a spark This gun's for hire Even if we're just dancing in the dark  [Bridge] You sit around getting older There's a joke here somewhere, and it's on me I'll shake this world off my shoulders Come on, baby, the laugh's on me  [Verse 3] Stay on the streets of this town And they'll be carving you up all right They say, ""You gotta stay hungry"" Hey, baby, I'm just about starving tonight I'm dying for some action I'm sick of sitting around here trying to write this book I need a love reaction Come on now, baby, give me just one look  [Chorus] You can't start a fire Sitting 'round crying over a broken heart This gun's for hire Even if we're just dancing in the dark You can't start a fire Worrying about your little world falling apart This gun's for hire Even if we're just dancing in the dark [Outro] Even if we're just dancing in the dark Even if we're just dancing in the dark Even if we're just dancing in the dark Hey, baby  [Outro - Saxophone Solo]26Embed"
The Goo Goo Dolls,Iris,pop,"103 ContributorsTranslationsDeutschÍslenskaIris Lyrics[Verse 1] And I'd give up forever to touch you 'Cause I know that you feel me somehow You're the closest to heaven that I'll ever be And I don't wanna go home right now  [Verse 2] And all I could taste is this moment And all I can breathe is your life And sooner or later, it's over I just don't wanna miss you tonight  [Chorus] And I don't want the world to see me 'Cause I don't think that they'd understand When everything's made to be broken I just want you to know who I am  [Instrumental Break]  [Verse 3] And you can't fight the tears that ain't coming Or the moment of truth in your lies When everything feels like the movies Yeah, you bleed just to know you're alive See The Goo Goo Dolls LiveGet tickets as low as $47You might also like[Chorus] And I don't want the world to see me 'Cause I don't think that they'd understand When everything's made to be broken I just want you to know who I am  [Instrumental Break]  [Chorus] And I don't want the world to see me 'Cause I don't think that they'd understand When everything's made to be broken I just want you to know who I am And I don't want the world to see me 'Cause I don't think that they'd understand When everything's made to be broken I just want you to know who I am  [Outro] I just want you to know who I am I just want you to know who I am I just want you to know who I am118Embed"
Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],pop,"7 ContributorsGet Lucky (Radio Edit) Lyrics[Verse 1: Pharrell Williams] Like the legend of the phoenix, huh All ends with beginnings What keeps the planet spinning, uh-huh The force from the beginning Look  [Pre-Chorus: Pharrell Williams] We've come too far To give up who we are So let's raise the bar And our cups to the stars  [Chorus: Pharrell Williams] She's up all night 'til the sun I'm up all night to get some She's up all night for good fun I'm up all night to get lucky We're up all night 'til the sun We're up all night to get some We're up all night for good fun We're up all night to get lucky  [Post-Chorus: Pharrell Williams] Wе're up all night to get lucky We'rе up all night to get lucky We're up all night to get lucky We're up all night to get lucky You might also like[Verse 2: Pharrell Williams] The present has no ribbon Your gift keeps on giving What is this I'm feeling? If you wanna leave, I'm with it, uh-huh  [Pre-Chorus: Pharrell Williams] We've come too far To give up who we are So let's raise the bar And our cups to the stars  [Chorus: Pharrell Williams] She's up all night 'til the sun I'm up all night to get some She's up all night for good fun I'm up all night to get lucky We're up all night 'til the sun We're up all night to get some We're up all night for good fun We're up all night to get lucky  [Post-Chorus: Pharrell Williams] We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky [Bridge: Daft Punk] We're up all night to get We're up all night to get We're up all night to get We're up all night to get We're up all night to get back together We're up all night to get (Let's get funked again) We're up all night to get (Funky) We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky  [Pre-Chorus: Pharrell Williams] We've come too far To give up who we are So let's raise the bar And our cups to the stars  [Chorus: Pharrell Williams] She's up all night 'til the sun I'm up all night to get some She's up all night for good fun I'm up all night to get lucky We're up all night 'til the sun We're up all night to get some We're up all night for good fun We're up all night to get lucky [Outro: Pharrell Williams] We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get lucky We're up all night to get luckyEmbed"
Mark Ronson,Uptown Funk (feat. Bruno Mars),pop,"[Intro] Doh Doh-doh-doh, doh-doh-doh, doh-doh Doh-doh-doh, doh-doh-doh, doh-doh Doh-doh-doh, doh-doh-doh, doh-doh Doh-doh-doh, doh-doh (Aw, ow) [Verse 1] This hit, that ice cold Michelle Pfeiffer, that white gold This one for them hood girls Them good girls, straight masterpieces Stylin', wilin', livin' it up in the city Got Chucks on with Saint Laurent Gotta kiss myself, I'm so pretty [Refrain] I'm too hot (Hot damn) (Doh) Uh, call the police and the fireman (Doh-doh-doh, doh-doh-doh, doh-doh) I'm too hot (Hot damn) (Doh-doh-doh, doh-doh-doh, doh-doh) Make a dragon wanna retire, man I'm too hot (Hot damn) (Doh-doh-doh, doh-doh-doh, doh-doh) Say my name, you know who I am I'm too hot (Hot damn) (Doh-doh-doh, doh-doh, doh, doh) And my band 'bout that money, break it down [Pre-Chorus] Girls hit your hallelujah (Woo) Girls hit your hallelujah (Woo) Girls hit your hallelujah (Woo) 'Cause uptown funk gon' give it to you (Woo) ('Cause uptown funk gon' give it to you) 'Cause uptown funk gon' give it to you Saturday night and we in the spot Don't believe me, just watch, come on [Chorus] Doh Doh-doh-doh, doh-doh-doh, doh-doh (Ya) (Doh-doh-doh, doh-doh-doh, doh-doh) Don't believe me, just watch, uh Doh-doh-doh, doh-doh-doh, doh-doh (Ya) (Doh-doh-doh, doh-doh�) Don't believe me, just watch, uh Don't believe me, just watch, uh Don't believe me, just watch Don't believe me, just watch Hey, hey, hey, oh [Verse 2] Stop, wait a minute Fill my cup, put some liquor in it Take a sip, sign the check Julio, get the stretch Ride to Harlem, Hollywood, Jackson, Mississippi If we show up, we gon' show out Smoother than a fresh jar of Skippy [Refrain] I'm too hot (Hot damn) (Doh) Call the police and the fireman (Doh-doh-doh, doh-doh-doh, doh-doh) I'm too hot (Hot damn) (Doh-doh-doh, doh-doh-doh, doh-doh) Make a dragon wanna retire, man I'm too hot (Too hot, hot damn, hot damn) (Doh-doh-doh, doh-doh-doh, doh-doh) Bitch, say my name, you know who I am I'm too hot (Hot damn) (Doh-doh-doh, doh-doh, doh, doh) Uh, and my band 'bout that money, break it down [Pre-Chorus] Girls hit your hallelujah (Woo) Girls hit your hallelujah (Woo) Girls hit your hallelujah (Woo) 'Cause uptown funk gon' give it to you (Woo) ('Cause uptown funk gon' give it to you) 'Cause uptown funk gon' give it to you Saturday night and we in the spot Don't believe me, just watch, come on [Chorus] Doh Doh-doh-doh, doh-doh-doh, doh-doh (Ya) (Doh-doh-doh, doh-doh-doh, doh-doh) Don't believe me, just watch, uh Doh-doh-doh, doh-doh-doh, doh-doh (Ya) (Doh-doh-doh, doh-doh�) Don't believe me, just watch, uh Don't believe me, just watch, uh Don't believe me, just watch Don't believe me, just watch Hey, hey,"
Mariah Carey,Always Be My Baby,pop,"47 ContributorsAlways Be My Baby Lyrics[Intro] Do do doop dum Do do doop do doop da dum Do do doop dum (Oh ah ah yeah yeah) Do do doop do doop da dum Do do doop do do do Do do doop do doop da dum Do do doop dum (Baby, baby, baby, baby, baby, baby) Do do doop do doop da dum  [Verse 1] We were as one, babe For a moment in time And it seemed everlasting That you would always be mine Now you want to be free So I'll let you fly 'Cause I know in my heart, babe Our love will never die, no  [Chorus] You'll always be a part of me I'm part of you indefinitely Boy, don't you know you can't escape me? Ooh, darling, 'cause you'll always be my baby And we'll linger on Time can't erase a feeling this strong No way you're never gonna shake me Ooh, darling, 'cause you'll always be my baby See Mariah Carey LiveGet tickets as low as $56You might also like[Post-Chorus] Do do doop dum Do do doop do doop da dum Do do doop dum Do do doop do doop da dum (Yes, you will)  [Verse 2] I ain't gonna cry, no And I won't beg you to stay If you're determined to leave, boy I will not stand in your way But inevitably You'll be back again 'Cause you know in your heart, babe Our love will never end, no  [Chorus] You'll always be a part of me I'm part of you indefinitely Boy, don't you know you can't escape me? Ooh, darling, 'cause you'll always be my baby And we'll linger on Time can't erase a feeling this strong No way you're never gonna shake me Ooh, darling, 'cause you'll always be my baby [Bridge] I know that you'll be back, boy When your days and your nights get a little bit colder, oh I know that you'll be right back, baby Oh, baby, believe me, it's only a matter of time, time  [Chorus] You'll always be a part of me I'm part of you indefinitely Boy, don't you know you can't escape me? Ooh, darling, 'cause you'll always be my baby And we'll linger on (And we will linger on and on) Time can't erase a feeling this strong No way you're never gonna shake me (Ooh baby) Ooh, darling, 'cause you'll always be my baby You'll always be a part of me I'm part of you indefinitely Boy, don't you know you can't escape me? Ooh, darling, 'cause you'll always be my baby (You and I) And we'll linger on Time can't erase a feeling this strong (You and I) No way you're never going to shake me (you and I) Ooh, darling, 'cause you'll always be my baby  [Outro] You and I will always be No way you're never gonna shake me No way you're never gonna shake me You and I will always be35Embed"
Bruno Mars,Locked out of Heaven,pop,"90 ContributorsTranslationsEspañolDeutschLocked Out of Heaven Lyrics[Intro: Bruno Mars & Mark Ronson] (One, two, one, two, three) Aw, yeah, yeah Aw, yeah, yeah, yeah, yeah (Uh) Aw, yeah, yeah Aw, yeah, yeah, yeah, yeah (Uh)  [Verse 1] Never had much faith in love or miracles (Uh) Never wanna put my heart on the line (Uh) But swimmin' in your water's somethin' spiritual (Uh) I'm born again every time you spend the night, —ight (Uh)  [Pre-Chorus] 'Cause your sex takes me to paradise Yeah, your sex takes me to paradise And it shows Yeah, yeah, yeah  [Chorus] 'Cause you make me feel like I've been locked outta heaven For too long For too long Yeah, you make me feel like I've been locked outta heaven For too long For too long See Bruno Mars LiveGet tickets as low as $501You might also like[Post-Chorus] Aw, yeah, yeah, yeah, yeah (Uh) Aw, yeah, yeah Aw, yeah, yeah, yeah, yeah (Uh)  [Verse 2] You bring me to my knees, you make me testify (Uh) You can make a sinner change his ways (Uh) Open up your gates 'cause I can't wait to see the light (Uh) And right there is where I wanna stay, —ay (Uh)  [Pre-Chorus] 'Cause your sex takes me to paradise Yeah, your sex takes me to paradise And it shows Yeah, yeah, yeah  [Chorus] 'Cause you make me feel like I've been locked outta heaven For too long For too long Yeah, you make me feel like I've been locked outta heaven For too long For too long [Bridge] Oh, woah, woah, woah Yeah, yeah, yeah Can I just stay here? Spend the rest of my days here? Oh, woah, woah, woah Yeah, yeah, yeah Can I just stay here? Spend the rest of my days here?  [Chorus] 'Cause you make me feel like I've been locked outta heaven For too long For too long Yeah, you make me feel like I've been locked outta heaven For too long For too long  [Post-Chorus] Aw, yeah, yeah, yeah, yeah (Uh) Aw, yeah, yeah Aw, yeah, yeah, yeah, yeah (Uh)82Embed"
Van Morrison,Brown Eyed Girl,pop,"43 ContributorsBrown Eyed Girl Lyrics[Verse 1] Hey, where did we go? Days when the rains came Down in the hollow Playin' a new game Laughin' and a-runnin', hey, hey Skippin' and a jumpin' In the misty morning fog with Our, our hearts a thumpin'  [Refrain] And you, my brown-eyed girl You, my brown-eyed girl  [Verse 2] Whatever happened To Tuesday and so slow? Going down the old mine With a transistor radio Standing in the sunlight laughing Hiding behind a rainbow's wall Slipping and sliding All along the waterfall  [Refrain] With you, my brown-eyed girl You, my brown-eyed girl You might also like[Chorus] Do you remember when we used to sing Sha-la-la-la-la-la-la-la-la-la-la-tee-da? Just like that Sha-la-la-la-la-la-la-la-la-la-la-tee-da La-tee-da  [Verse 3] So hard to find my way Now that I'm all on my own I saw you just the other day My, how you have grown Cast my memory back there, Lord Sometimes I'm overcome thinking about Making love in the green grass Behind the stadium  [Refrain] With you, my brown-eyed girl You, my brown-eyed girl  [Outro] Do you remember when we used to sing Sha-la-la-la-la-la-la-la-la-la-la-tee-da? (Lyin' on the green grass) Sha-la-la-la-la-la-la-la-la-la-la-tee-da (Bit by bit by bit by bit by bit by bit) (Sha-la-la-la-la-la-la-la-la-la-tee-da-la-tee-da-la-tee-da) Sha-la-la-la-la-la-la-la-la-la-la-la-tee-da (Da da da da da da da da da da da) Sha-la-la-la-la-la-la-la-la-la-la-la-tee-da20Embed"
HAIM,If I Could Change Your Mind,pop,"33 ContributorsIf I Could Change Your Mind Lyrics[Verse 1] No, please don't cry I've never done this before Drove a million miles Back when you were mine I was too young to know You were the one to find  [Pre-Chorus] But if I was to say I regret it Would it mean a thing? 'Cause every time I think (I think) think about it Memories take me back To all of our wildest times [Chorus] If I could change your mind I would hit the ground running It took time to realize And I never saw it coming Forgive my lying eyes Gonna give you all or nothing If I could change your mind I could make you mine, make you mine  [Verse 2] Now, I won't go I won't run away this time You're all I want to know See HAIM LiveGet tickets as low as $180You might also like[Pre-Chorus] But if I was to say I'll forget it Would it mean a thing? 'Cause every time I think (I think) think about it Memories take me back To all of the wildest times  [Chorus] If I could change your mind I would hit the ground running It took time to realize And I never saw it coming Forgive my lying eyes Gonna give you all or nothing If I could change your mind I could make you mine, make you mine  [Bridge] Visions of our love pass right by me Your eyes are enough to remind me Visions of our love pass right by me Your eyes are enough to remind me Visions of our love remind me  [Chorus] If I could change your mind (Never mind all the times that I told you) I would hit the ground running It took time to realize (Never mind all the times that I told you) And I never saw it coming Forgive my lying eyes (Never mind all the times that I told you) Gonna give you all or nothing If I could change your mind I could make you mine, make you mine [Outro] Visions of our love remind me (If could change your mind) (Never mind all the times that I told you) Visions of our love remind me (It took time to realize) (Never mind all the times that I told you) Visions of our love remind me (Forgive my lying eyes) (Never mind all the times that I told you) Visions of our love remind me (If I could change your mind) (I could make you mine, make you mine)26Embed"
Gloria Gaynor,I Will Survive,pop,"86 ContributorsTranslationsSuomiРусскийI Will Survive Lyrics[Intro] At first I was afraid, I was petrified Kept thinkin' I could never live without you by my side But then I spent so many nights thinkin' how you did me wrong And I grew strong and I learned how to get along  [Verse 1] And so you're back, from outer space I just walked in to find you here with that sad look upon your face I should have changed that stupid lock I should have made you leave your key If I'd have known for just one second you'd be back to bother me  [Pre-Chorus] Go on now, go, walk out the door Just turn around now, 'cause you're not welcome anymore Weren't you the one who tried to hurt me with goodbye? Did you think I'd crumble? Did you think I'd lay down and die?  [Chorus] Oh no, not I, I will survive Oh, as long as I know how to love, I know I'll stay alive I've got all my life to live, and I've got all my love to give And I'll survive, I will survive, hey hey  [String Solo] See Gloria Gaynor LiveGet tickets as low as $73You might also like[Verse 2] It took all the strength I had not to fall apart Just tryin' hard to mend the pieces of my broken heart And I spent oh so many nights just feeling sorry for myself I used to cry, but now I hold my head up high And you see me, somebody new I'm not that chained up little person still in love with you And so you felt like droppin' in and just expect me to be free Now I'm saving all my lovin' for someone who's lovin' me  [Pre-Chorus] Go on now, go, walk out the door Just turn around now, 'cause you're not welcome anymore Weren't you the one who tried to break me with goodbye? Did you think I'd crumble? Did you think I'd lay down and die?  [Chorus] Oh no, not I, I will survive Oh, as long as I know how to love, I know I'll stay alive I've got all my life to live, and I've got all my love to give And I'll survive, I will survive, oh  [Pre-Chorus] Go on now go, walk out the door Just turn around now, 'cause you're not welcome anymore Weren't you the one who tried to break me with goodbye? Did you think I'd crumble? Did you think I'd lay down and die? [Chorus] Oh no, not I, I will survive Oh, as long as I know how to love, I know I'll stay alive I've got all my life to live, and I've got all my love to give And I'll survive, I will survive, I will survive  [Saxophone Solo]  [Verse 2] It took all the strength I had not to fall apart Just tryin' hard to mend the pieces of my broken heart And I spent oh so many nights just feeling sorry for myself I used to cry, but now I hold my head up high And you see me, somebody new I'm not that chained up little person still in love with you And so you felt like droppin' in and just expect me to be free Well, now I'm saving all my lovin' for someone who's lovin' me  [Pre-Chorus] Go on now go, walk out the door Just turn around now, 'cause you're not welcome anymore Weren't you the one who tried to hurt me with goodbye? Did you think I'd crumble? Did you think I'd break down and die?  [Chorus] Oh no, not I, I will survive Oh, as long as I know how to love, I know I'll stay alive I've got all my life to live, and I've got all my love to give And I'll survive, I will survive, I will survive [Outro] I've got all my life to live, and I've got so much love to give And I'll survive, yes, I'll survive, yeah, I'll survive37Embed"
The Ronettes,Be My Baby,pop,"38 ContributorsBe My Baby Lyrics[Drum Intro]  [Verse 1] The night we met I knew I needed you so And if I had the chance I'd never let you go So won't you say you love me? I'll make you so proud of me We'll make 'em turn their heads every place we go  [Chorus] So won't you, please (Be my, be my baby) Be my little baby? (My one and only baby) Say you'll be my darlin' (Be my, be my baby) Be my baby now (My one and only baby) Whoa-oh-oh-oh  [Verse 2] I'll make you happy, baby, just wait and see For every kiss you give me, I'll give you three Oh, since the day I saw you I have been waiting for you You know I will adore you 'til eternity  [Chorus] So won't you, please (Be my, be my baby) Be my little baby? (My one and only baby) Say you'll be my darlin' (Be my, be my baby) Be my baby now (My one and only baby) Whoa-oh-oh-oh You might also like[Cello Bridge]  [Chorus] So c'mon and be (Be my, be my baby) Be my little baby? (My one and only baby) Say you'll be my darlin' (Be my, be my baby) Be my baby now (My one and only baby) Oh-oh-oh-oh  [Drum Solo]  [Outro] (Be my, be my baby) Be my little baby? (My one and only baby) Oh-oh-oh (Be my, be my baby) Oh (My one and only baby) Woah-oh-oh-oh (Be my, be my baby) Oh-oh-oh (My one and only baby) Oh (Be my, be my baby) Be my baby now (My one and only baby) Woah-oh-oh-oh18Embed"
The Lovin' Spoonful,Daydream,pop,19 ContributorsDaydream Lyrics[Verse 1] What a day for a daydream What a day for a daydreamin' boy And now I'm lost in a daydream Dreamin' 'bout my bundle of joy  [Bridge] And even if time ain't really on my side It's one of those days for takin' a walk outside I'm blowin' the day to take a walk in the sun And fall on my face in somebody's new-mowed lawn  [Verse 2] I've been havin' a sweet dream I've been dreamin' since I woke up today It's starrin' me and my sweet dream 'Cause she's the one makes me feel this way  [Bridge] And even if time is passin' me by a lot I couldn't care less about the dues you say I got Tomorrow I'll pay the dues for droppin' my load A pie in the face for bein' a sleepy bull toad  [Instrumental Break] *Whistling* See The Lovin’ Spoonful LiveGet tickets as low as $38You might also like[Bridge] And you can be sure that if you're feelin' right A daydream will last along into the night Tomorrow at breakfast you may prick up your ears Or you may be dreamin' for a thousand years  [Verse 1] What a day for a daydream Custom-made for a daydreamin' boy And now I'm lost in a daydream Dreamin' 'bout my bundle of joy  [Outro] *Whistling*2Embed
Yusuf / Cat Stevens,Wild World,pop,"28 ContributorsWild World Lyrics[Intro] La-la-la-la-la-la-la-la, la, la La-la-la-la-la-la-la-la, la, la La-la-la-la-la-la-la-la, la, la-la, la  [Verse 1] Now that I've lost everything to you You say you wanna start something new And it's breakin' my heart you're leavin' Baby, I'm grievin' But if you wanna leave, take good care Hope you have a lot of nice things to wear But then a lot of nice things turn bad out there  [Chorus] Oh, baby, baby, it's a wild world It's hard to get by just upon a smile Oh, baby, baby, it's a wild world I'll always remember you like a child, girl  [Verse 2] You know I've seen a lot of what the world can do And it's breakin' my heart in two Because I never wanna see you sad, girl Don't be a bad girl But if you wanna leave, take good care Hope you make a lot of nice friends out there But just remember there's a lot of bad and beware Beware You might also like[Chorus] Oh, baby, baby, it's a wild world And it's hard to get by just upon a smile Oh, baby, baby, it's a wild world And I'll always remember you like a child, girl  [Bridge] ...la-la-la-la-la-la-la, la, la La-la-la-la-la-la-la-la la la-la, la Baby, I love you But if you wanna leave, take good care Hope you make a lot of nice friends out there But just remember there's a lot of bad and beware Beware  [Chorus] Oh, baby, baby, it's a wild world It's hard to get by just upon a smile Oh, baby, baby, it's a wild world And I'll always remember you like a child, girl Oh, baby, baby, it's a wild world And it's hard to get by just upon a smile Oh, baby, baby, it's a wild world And I'll always remember you like a child, girl24Embed"
Céline Dion,It's All Coming Back to Me Now,pop,"40 ContributorsTranslationsEspañolIt’s All Coming Back to Me Now Lyrics[Verse 1] There were nights when the wind was so cold That my body froze in bed if I just listened to it Right outside the window There were days when the sun was so cruel That all the tears turned to dust And I just knew my eyes were drying up forever (Forever) I finished crying in the instant that you left And I can't remember where or when or how And I banished every memory you and I had ever made  [Chorus] But when you touch me like this And you hold me like that I just have to admit That it's all coming back to me When I touch you like this And I hold you like that It's so hard to believe But it's all coming back to me (It's all coming back, it's all coming back to me now)  [Verse 2] There were moments of gold And there were flashes of light There were things I'd never do again But then they'd always seemed right There were nights of endless pleasure It was more than any laws allow Baby, baby You might also like[Chorus] If I kiss you like this And if you whisper like that It was lost long ago But it's all coming back to me If you want me like this And if you need me like that It was dead long ago But it's all coming back to me It's so hard to resist And it's all coming back to me I can barely recall But it's all coming back to me now But it's all coming back  [Verse 3] There were those empty threats and hollow lies And whenever you tried to hurt me I just hurt you even worse, and so much deeper There were hours that just went on for days When alone at last we'd count up all the chances That were lost to us forever (Forever) But you were history with the slamming of the door And I made myself so strong again somehow And I never wasted any of my time on you since then [Chorus] But if I touch you like this And if you kiss me like that It was so long ago But it's all coming back to me If you touch me like this And if I kiss you like that It was gone with the wind But it's all coming back to me (It's all coming back, it's all coming back to me now)  [Verse 4] There were moments of gold And there were flashes of light There were things we'd never do again But then they'd always seemed right There were nights of endless pleasure It was more than all your laws allow Baby, baby, baby  [Chorus] When you touch me like this And when you hold me like that It was gone with the wind But it's all coming back to me When you see me like this And when I see you like that Then we see what we want to see All coming back to me The flesh and the fantasies All coming back to me I can barely recall But it's all coming back to me now [Chorus] If you forgive me all this If I forgive you all that We forgive and forget And it's all coming back to me When you see me like this And when I see you like that We see just what we want to see All coming back to me The flesh and the fantasies All coming back to me I can barely recall But it's all coming back to me now  [Outro] (It's all coming back to me now) And when you kiss me like this (It's all coming back to me now) And when I touch you like that (It's all coming back to me now) And if you do it like this (It's all coming back to me now) And if we17Embed"
Whitney Houston,I Will Always Love You,pop,"[Verse 1] If I should stay I would only be in your way So I'll go, but I know I'll think of you every step of the way  [Chorus] And I Will always love you I will always love you  [Post-Chorus] You My darling, you Mm, mm  [Verse 2] Bittersweet memories That is all I'm taking with me So goodbye, please, don't cry We both know I'm not what you, you need  [Chorus] And I Will always love you I will always love you You You might also like[Saxophone Solo]  [Verse 3] I hope life treats you kind And I hope you have all you've dreamed of And I wish to you joy and happiness But above all this, I wish you love [Chorus] And I Will always love you I will always love you I will always love you I will always love you I will always love you, I I will always love you, you  [Outro] Darling, I love you Ooh, I'll always I'll always love you80Embed"
Olivia Newton-John,Physical,pop,"33 ContributorsTranslationsSuomiPhysical Lyrics[Verse 1] I'm sayin' all the things that I know you'll like Makin' good conversation I gotta handle you just right You know what I mean I took you to an intimate restaurant Then to a suggestive movie There's nothin' left to talk about Unless it's horizontally  [Chorus] Let's get physical, physical I wanna get physical Let's get into physical Let me hear your body talk, your body talk Let me hear your body talk Let's get physical, physical I wanna get physical Let's get into physical Let me hear your body talk, your body talk Let me hear your body talk  [Verse 2] I've been patient, I've been good Tried to keep my hands on the table It's gettin' hard, this holdin' back You know what I mean I'm sure you'll understand my point of view We know each other mentally You gotta know that you're bringin' out The animal in me You might also like[Chorus] Let's get physical, physical I wanna get physical Let's get into physical Let me hear your body talk, your body talk Let me hear your body talk Let's get physical, physical I wanna get physical Let's get into physical Let me hear your body talk, your body talk Let me hear your body talk, ah  [Guitar Solo]  [Chorus] Oh, let's get physical, physical I wanna get physical Let's get into physical Let me hear your body talk, your body talk Let me hear your body talk Let's get animal, animal I wanna get animal Let's get into animal Let me hear your body talk, your body talk Let me hear your body talk, ah-ah [Outro] Let me hear your body talk (Your body talk) Let me hear your body talk6Embed"
Ellie Goulding,Love Me Like You Do,pop,"143 ContributorsTranslationsItalianoΕλληνικάDeutschLove Me Like You Do Lyrics[Produced by Max Martin & Ali Payami]  [Verse 1] You're the light, you're the night You're the colour of my blood You're the cure, you're the pain You're the only thing I wanna touch Never knew that it could mean so much, so much  [Verse 2] You're the fear, I don't care 'Cause I've never been so high Follow me through the dark Let me take you past the satellites You can see the world you brought to life, to life  [Chorus] So love me like you do, l-l-love me like you do Love me like you do, l-l-love me like you do Touch me like you do, t-t-touch me like you do What are you waiting for?  [Verse 3] Fading in, fading out On the edge of paradise Every inch of your skin Is a holy grail I've gotta find Only you can set my heart on fire, on fire, yeah You might also like[Pre-Chorus] I'll let you set the pace 'Cause I'm not thinkin' straight My head's spinnin' around, I can't see clear no more What are you waiting for?  [Chorus] Love me like you do, l-l-love me like you do (Like you do) Love me like you do, l-l-love me like you do Touch me like you do, t-t-touch me like you do What are you waiting for? Love me like you do, l-l-love me like you do (Like you do) Love me like you do, l-l-love me like you do (Yeah) Touch me like you do, t-t-touch me like you do What are you waiting for?  [Post-Chorus] (Ah)  [Pre-Chorus] I'll let you set the pace 'Cause I'm not thinkin' straight My head's spinnin' around, I can't see clear no more What are you waiting for?  [Chorus] Love me like you do, l-l-love me like you do (Like you do) Love me like you do, l-l-love me like you do (Yeah, yeah) Touch me like you do, t-t-touch me like you do What are you waiting for? Love me like you do, l-l-love me like you do (Like you do) Love me like you do, l-l-love me like you do (Woah) Touch me like you do, t-t-touch me like you do (Ah) What are you waiting for? [Outro] (Ah) (Ah, ah)303Embed"
