artist_name,track_name,genre,lyrics
"Tyler, The Creator",See You Again (feat. Kali Uchis),hip_hop,"1 ContributorThis is Tyler, The Creator Lyrics1. Tyler, The Creator - See You Again (feat. Kali Uchis) 2. Tyler, The Creator - EARFQUAKE 3. Brent Faiyaz & DJ Dahi - Gravity (feat. Tyler, The Creator) 4. Kali Uchis - After The Storm (feat. Tyler, The Creator & Bootsy Collins) 5. Tyler, The Creator - BEST INTEREST 6. Tyler, The Creator - GONE, GONE / THANK YOU 7. Tyler, The Creator & A$AP Rocky - Potato Salad 8. Tyler, The Creator - Boredom (feat. Rex Orange County & Anna of The North) 9. Frank Ocean, JAY-Z & Tyler, The Creator - Biking 10. Tyler, The Creator - I THINK 11. Lil Yachty & Tierra Whack - T.D (feat. A$AP Rocky & Tyler, The Creator) 12. Tyler, The Creator - 911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy) 13. Tyler, The Creator - IFHY (ft. Pharrell Williams) 14. Tyler, The Creator - A BOY IS A GUN* 15. Tyler, The Creator - She (feat. Frank Ocean) 16. Tyler, The Creator - Glitter 17. Tyler, The Creator - FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Syd & Kali Uchis) 18. Tyler, The Creator - NEW MAGIC WAND 19. The Internet - Palace/Curse (feat. Steve Lacy & Tyler, The Creator) 20. Tyler, The Creator - Where This Flower Blooms (feat. Frank Ocean) 21. GoldLink - U Say (feat. Tyler, The Creator & Jay Prince) 22. Tyler, The Creator - RUNNING OUT OF TIME 23. Tyler, The Creator - SMUCKERS (feat. Kanye West & Lil Wayne) 24. Tyler, The Creator - Who Dat Boy (feat. A$AP Rocky) 25. Westside Gunn, Joey Bada$$ & Tyler, The Creator - 327 26. Tyler, The Creator - Answer 27. Tyler, The Creator - Yonkers 28. Freddie Gibbs & The Alchemist - Something to Rap About (feat. Tyler, The Creator) 29. Tyler, The Creator - OKRA 30. Pusha T & Tyler, The Creator - Trouble On My Mind 31. Tyler, The Creator - Colossus 32. A$AP Mob - Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh) 33. The Game, Lil Wayne & Tyler, The Creator - Martians Vs Goblins 34. Tyler, The Creator - Peach Fuzz 35. Tyler, The Creator - Tamale 36. Tyler, The Creator - 2SEATER (feat. Aaron Shaw, Samantha Nelson & Austin Feinstein 37. Tyler, The Creator - Tell Me How (Coca-Cola Commercial) 38. PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean & Laetitia Sadier) 39. Tyler, The Creator - FIND YOUR WINGS (feat. Roy Ayers, Syd & Kali Uchis) 40. Tyler, The Creator - Domo23You might also likeEmbed"
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",hip_hop,"1 ContributorDrippin' in Sauce LyricsA Milli - Lil WayneBig Bank - YGBounce Out With That - YBN NahmirClique - Kanye WestEnergy - DrakeGoing Bad - Meek MillHUMBLE. Kendrick LamarJAPAN - Famous DexJumpan - Drake & FutureKing's Dead - Kendrick Lamar, Jay Rock, Future & James BlakeKung Fu - YBN CordaeLeave Me Alone - Flipp DineroLiar Liar - MoStackLiar Liar Remix - MoStackLook Alive - Drake & BlocBoy JBLook At Me Now - Chris Brownm.A.A.d city - Kendrick LamarMask Off - FutureMi Gente - J BalvinMr. Tokyo - MadeinTYONonstop - DrakeNo Role Modelz - J. ColeOptions - NSGParamedic! - SOB X RBEPlain Jane - A$AP FergPortland - DrakeRic Flair Drip (& Metro Boomin) - OffsetRolex - Ayo & TeoSave That - Rich the KidSICKO MODE - Travis ScottSwimming Pools (Drank) - Kendrick LamarTokyo Drift - Woodie SmallsT-Shirt - MigosWalk It Talk It - MigosWIN - Jay Rock"
Drake,Jimmy Cooks (feat. 21 Savage),hip_hop,"1 ContributorNew Music Friday 06/17/22 LyricsDrake - Falling Back Lil Baby - U-Digg (feat. 42 Dugg & Veeze) FKA twigs - killer Steve Lacy - Mercury Chlöe - Surprise Chris Brown - Call Me Every Day (feat. WizKid) Gucci Mane - First Impression (feat. Quavo & Yung Miami) Drake - Jimmy Cooks (feat. 21 Savage) Diddy - Gotta Move On (feat. Bryson Tiller) John Legend - Honey (with Muni Long) Chance the Rapper - The Highs & The Lows Leon Bridges - Summer Moon (feat. Kevin Kaarl) SleazyWorld Go - Step 1 (with Offset) Kota the Friend - FATHER'S DAY Drake - Sticky BRELAND - Natural French Montana - Blue Chills Flo Milli - Conceited Kevin Gates - Hard To Sleep TSHA - Giving Up Cautious Clay - Puffer Logic - In my lifetime (feat. Action Bronson) CKay - WATAWI (feat. Davido, Focalistic & Abidoza) Black Eyed Peas - DON'T YOU WORRY SoFaygo - Count Me Out Precious Pepala - My Eyes Only Bartees Strange - Wretched MICHELLE - FOOL 4 U BROCKHAMPTON - Hollywood Swinging Lil Mosey - Breathin Again Kay Flock - Make A Movie (feat. Fivio Foreign) Overpade - timing ! Flying Lotus - The Room Rico Nasty - Black Punk Joy Oladokun - That's How God Made Me DJ Frass - Sweet Bounce WizTheMc - Fck Love Money Man - New York JELEEL! - CLUBHOUSE! (FEAT. MIKE DIMES) Aya Nakamura - Méchante Babyface - Keeps On Fallin' (with Ella Mai) Smiley - Rush Hour Freestyle Scorey - No Names Hotboii - Rich How I'm Dyin Social House - Bentley Coupe Bryce Vine - Nobody Erica Banks - Trick Ben Harper - We Need To Talk About It bLAck pARty - On My Way ILOVEMAKONNEN - ALL MY SHIT IS STUPID 🐚 Lupe Fiasco - DRILL MUSIC IN ZION Al-Doms - HAHA (feat. Pusha T) Beenie Man - Want Some JAY1 - Mercedes BIG30 - Dead Guyz Big Scarr - Yeah Whoa (feat. Nardo Wick & Gucci Mane) B.o.B - Scenic Route Nova Twins - Choose Your Fighter Nesta - Jah Knows Jada Kingdom - Fling It Back Xavier Omär - Tarantino Raury - Heatwave Dua Saleh - chosen Hit-Boy - CORSA Wale the Sage - Family Affair LUCKI - Y NOT? Kingna Scott - VA Sway Santigold - Ain't Ready WESTSIDE BOOGIE - NONCHALANT (feat. Mamii) Lakeyah - Record Straight Nate Husser - Lil Big Kadhja Bonet - JGS Bino Rideaux - OUTTA LINE REASON - Is What It Is Maverick City Music - Fear is Not My Future 🐚 TyFontaine - By MySelf ELHAE - Know RJAE - Like A Ghost (ft. Stunna Gambino) Shaboozey - GAS! Tempest - Agua LAYA - Sock It 2 Me Ego Ella May - Miss U Benjamin Carter - Black Boys On The Radio Haich Ber Na - St. Leville DellaXOZ - i want, doesn't get Rook Monroe - Lightning In A Bottle papichuloteej - Overdrive Ark Woods - Oh Yeah Yaya Bey - big daddy ya 🕒 James Mantis - NEW SHOES Dana Williams - Uncomplicated d0llywood1 - a song about our feelings Ambré - I'm Baby (ft. Jvck James) Coco & Breezy - Just Say Take Van - How'd You Go out Like That Enumclaw - Jimmy Neutron Felix Da Housecat - Go Hard O.N.E The Duo - Stuck in the Middle Chastity Brown - GertrudeEmbed"
Lil Baby,Drip Too Hard (Lil Baby & Gunna),hip_hop,"Run that back, Turbo You can get the biggest Chanel bag in the store if you want it I gave 'em the drip, they sucked it up, I got 'em moanin' I bought a new Patek, I had the watch, so I two-toned 'em Takin' these drugs, I'm gon' be up until the mornin' That ain't your car, you just a leaser, you don't own it If I'm in the club, I got that fire when I'm performin' The backend just came in, in all hundreds Vibes galore, cute shit, they all on us I'm from Atlanta where young niggas run shit I know they hatin' on me, but I don't read comments Whenever I tell her to come, she comin' Whenever it's smoke, we ain't runnin' Drip too hard, don't stand too close You gon' fuck around and drown off this wave Doin' all these shows, I've been on the road I don't care where I go, long as I get paid Bad lil' vibe, she been on my mind Soon as I get back, she gettin' slayed Do this all the time, this ain't no surprise Every other night, another movie gettin' made Drip too hard, don't stand too close You gon' fuck around and drown off this wave Doin' all these shows, I've been on the road I don't care where I go, long as I get paid Bad lil' vibe, she been on my mind Soon as I get back, she gettin' slayed Do this all the time, this ain't no surprise Every other night, another movie gettin' made"
A$AP Ferg,Plain Jane,hip_hop,"Yeah Ride with the mob, Alhamdulillah Check in with me and do your job Ferg is the name, Ben Baller did the chain Tourneau for the watch, presi Plain Jane Yamborghini chain, rest in peace to my superior Hermès link could feed a village in Liberia TMZ taking pictures, causin' mad hysteria Momma see me on BET and started tearin' up I'ma start killin' niggas, how you get that trife? I attended Harlem picnics where you risked your life Uncle used to skim work, sellin' nicks at night I was only eight years old, watching Nick at Nite Uncle Psycho was in that bathroom buggin' Knife to his guts, hope Daddy don't cut him Suicidal thoughts brought to me with no advisory He was pitchin' dummy, sellin' fiends mad ivory Grandma had the arthritis in her hands, bad She was poppin' pills like rappers in society I'll fuck yo' bitch for the irony I'll send Meechy at yo' ho if yo' bitch keep eyein' me"
Future,Fuck Up Some Commas,hip_hop,"Fake nigga lie to a real nigga Now that's some shit that you don't do I'ma stay real for my real niggas Now that's some shit that I'm gon' do Fuck up the commas, let's fuck up some commas, nigga Let's fuck up some commas, let's do that shit random Yeah, Future, Future Hendrix, it's some shit you don't do Cut it up Fuck up some commas Let's fuck up some commas, yeah Let's fuck up some commas Let's fuck up some commas, yeah Forty thou' to a hundred thou' Hundred thou', another hundred thou' Three hundred thou' to five hundred thousand A million, let's have a money shower Fuck up some commas Let's fuck up some commas, yeah Let's fuck up some commas Let's fuck up some commas, yeah Forty thou' to a hundred thou' A hundred thou', another hundred thou' Three hundred thou' to five hundred thousand A million, let's have a money shower"
Migos,T,hip_hop,"Au mic c'est Shalom La plus Queen Teq' de tes copines Mon flow il t'assomme Plus chaud qu'un porno teen Une rangée De Gaule comme Charles J'vous ensorcelle comme Charmed T'es en zigzag comme la bouche de Marrone Tu croyais quoi, j'fais danser ta daronne On Binche Record pour le meilleur C'est dans mes cordes pour le pire j'ai pas peur S/o le T Migos peut s'rhabiller Des hanches qu'ondulent Dеs culs qui s'dressent Pour qu'on s'amuse Filе ton adresse (x2)"
Jack Harlow,WHATS POPPIN,hip_hop,"What's poppin'? (Pooh, you a fool for this one) Brand new whip, just hopped in (Just hopped in) I got options (Oh Lord, Jetson made another one) I could pass that bitch like Stockton (It ain't nothin') Just joshin' I'ma spend this holiday locked in (Ooh) My body got rid of them toxins (Mmh, mmh) SportsCenter, top ten I could put the ball in the end zone Put a bad bitch in the friendzone, ooh This shit sound like an intro Jetson, give me that tempo, ooh Told Pooh he a fool with this shit (He a fool) Told her don't let her friends know (Don't) In the 'Ville and I move like a don (Don) Eating fettuccine at Vincenzo's Me and my 'migos got that free smoke On the West Coast, yeah, I'm talking 'bout pre-rolls (Pre-roll) Dark haired bitch and she look like Shego (She do) Hometown hero, feeling myself, can't murder my ego (Can't do it) She heard of my deep stroke She said, ""Babe, does it hurt when I deep throat?"" (It does) Certified freak ho Hang around us and she learnin' my lingo Back then, wasn't worried 'bout me though In the gym tryna work on my free throw Goddamn (Goddamn) Spending money at the club like Sam's (Cha-ching) Yes, ma'am She a lil' freak on cam (Facts) But she don't put this on the 'Gram (Nah) Lil' boys tryna diss on the 'Gram (Ayy) I can't switch on the fam (Bitch) Shit's hot, hit the switch on the fan (Hit that shit) This where my head is (Listen) I feel resentment from every direction Even some homies be wearing expressions I be discouraged from sharing my blessings (Damn) We used to share a connection Now it just feels like it's wearing and stretching I'm getting real sick of taking advice From people that never could stare at reflections (Ooh) Somewhere in there is a lesson Y'all ain't evolvin', it's very depressing I'm at the club with the basketball team Me and the Cardinals are sharing a section (Facts) Gotta cherish the present I'm drinking water and wearing protection Got a career and I'm very invested Some people call it a scary obsession (Ooh, period, but) I like to call it a passion I can't be sitting relaxin' (Nah, I can't) PG, we getting some traction I'm at the venue, it's packed in (Packed out) I'm digging her accent I got a B.B. Simon belt on me And she tryna get it unfastened That's my type of distraction That's my type and she Latin (That's facts, ooh) Got my own flow and I'm 'bout to get a patent Brand new sheets for the bed, they satin (Soft, real soft) Y'all wasn't tuned in back then (Nah) My swag, they keep jackin' (Keep on jackin') I ain't doin' no verse, quit askin' (Quit askin') See Jack Harlow LiveGet tickets as low as $64You might also like What's poppin'? (Pooh, you a fool for this one) Brand new whip, just hopped in (Just hopped in) I got options I could pass that bitch like Stockton (It ain't nothin') Just joshin' I'ma spend this holiday locked in (Ooh) My body got rid of them toxins (Mmh, mmh) SportsCenter, top ten"
Young M.A,OOOUUU,hip_hop,"Yo, bro, I think I had too much Hennessy, man This Hennessy gettin' to me I ain't gonna lie, I'm a little smizz I'm a little drizz But we in the club, man OOOUUU Yeah they hate but they broke though (But they broke though) And when it's time to pop they a no-show (Where they at?) Yeah, I'm pretty but I'm loco (Yeah, I'm loco) The loud got me movin' slow-mo Ayo, Tweetie, where the hoes, bro? (Where the hoes, bro?) Ayo, Keys, where the hoes though? (Yo, where the hoes though?) That other nigga, he a bozo (He a bozo) It's M.A, you don't know ho? (You don't know ho?) We got liquor by the boatload (That Henny) Disrespect the Lyfe, that's a no-no (That's a no-no) All my niggas dressed in that rojo (Redlyfe) I ride for my guys, that's the bro code (That's the bro code) Baby gave me head, that's a low blow (That's a low blow) Damn, she make me weak when she deep throat (When she deep throat) I need a rich bitch, not a cheap ho (Not a cheap ho) They be on that hate shit, I peep though (Yeah, I peep though) My brother told me, ""Fuck 'em, get that money sis!"" (Yo, fuck 'em) You just keep on grindin' on your hungry shit (Uh-huh) Ignore the hate, ignore the fake, ignore the funny shit (Ignore the funny shit) 'Cause if a nigga violate we got a hunnit clips (Grrrrrrrah) And we go zero to a hundred quick (Oooh) We just them niggas you ain't fuckin' with (Oh, no) Pockets on a chubby chick (Uh) And still go bag a thottie in some bummy shit (Ooouuu) Yerr, Eli, why they testin' me? (Yo, why they, uh) Like I don't always keep the hammer next to me (Like I don't keep that hammer) Like I ain't got a hitter to the left of me (Like I ain't got a hitter) Like we ain't in these streets more than Sesame (Ooh) If that's your chick then why she textin' me? (Yo, why she textin') Why she keep callin' my phone speakin' sexually? (Speakin' ooh) Every time I'm out, why she stressin' me? (Yo, why she stressin') You call her Stephanie? (You call her huh?) I call her Headphanie (Ooouuu) I don't open doors for a whore (No no no) I just want the neck, nothin' more (No nothing more) Shawty, make it clap, make it applaud (Yea, make it clap) When you tired of your man, give me a call (Give me a call) Dyke bitches talkin' out they jaw (Yo, what you say?) Next minute, callin' for the law (Ooh-ooh) This 9 will have 'em callin' for the Lord (Grrrrrrrah) They ain't gettin' shmoney so they bored (Man, they bored) I could never lose, what you thought? (Man, what you thought?) M.A got it on lock, man, of course (Man, of course) They say I got the juice, I got the sauce (I got the sauce) These haters on my body, shake 'em off (I shake 'em off) Pussy, I'm a bully and a boss (Man, I'm a boss) I'm killin' 'em, sorry for your loss (R.I.P.) I just caught a body, Randy Moss (Ra- ooh!) Now this year I'm really goin' off (I'm goin' off)"
Central Cee,Doja,hip_hop,"How can I be homophobic? My bitch is gay Hit man in the top, try see a man topless, even the stick is gay Huggin' my bruddas and say that I love them, but I don't swing that way The mandem celebrate Eid, the trap still runnin' on Christmas day Somebody tell Doja Cat that I'm tryna indulge in that In my grey tracksuit, see the bulge in that See the motion clap when you're throwin' it back (When you're throwin' it back) These females plannin' on doin' me wrong So I'm grabbin' a 'dom out the Trojan pack Post the location after we're gone Can't slip and let them know where we're at I don't know about you, but I valuе my life (But I value my life) 'Causе imagine I die (Die) And I ain't made a hundred Ms yet There's so much things I ain't done yet Like fuckin' a flight attendant, huh I don't party, but I heard Cardi there, so fuck it, I might attend it Gotta kick back sometimes and wonder How life would've been if I never did take them risks and would have I prospered? Floatin' and I won't go under Been outta town for a month Absence made the love grow fonder UK rap or UK drill, gotta mention my name if you talk 'bout the genre (Alright) See Central Cee LiveGet tickets as low as $180You might also like Ho-ho-how can I be homophobic? (My bitch is gay) Hit man in the top, try see a man topless, even the stick is gay Huggin' my bruddas and say that I love them, but I don't swing that way (Way) The mandem celebrate Eid, the trap still runnin' on Christmas day Ho-ho-how can I be homophobic? My bitch is gay Hit man in the top, try see a man topless, even the stick is gay Huggin' my bruddas and say that I love them, but I don't swing that way The mandem celebrate Eid, the trap still runnin' on Christmas Day"
Drake,Know Yourself,hip_hop,"Hol' it yute, hol' it, hol' it, hol' it, hol' it, hol' it No sleepin' in the streets! Shaky warrior Yeah, this that Oliver, 40, Niko shit man 15 Fort York shit, y'know? Boi-1da, what's poppin'? Yeah, yeah Runnin' through the 6 with my woes Countin' money, you know how it goes Pray the real live forever, man Pray the fakes get exposed I want that Ferrari, then I swerve I want that Bugatti, just to hurt I ain't rockin' my jewelry, that's on purpose Niggas want my spot and don't deserve it I don't like how serious they take themselves I've always been me, I guess I know myself Shakiness, man, I don't have no time for that My city too turned up, I'll take the fine for that This been where you find me at That's been where you find me at I know a nigga named Johnny Bling He put me on to the finer things Had a job sellin' Girbaud jeans I had a yellow TechnoMarine Then Kanye dropped, it was polos and backpacks Man, that was when Ethan was pushin' a Subaru hatchback Man, I'm talkin' way before hashtags I was runnin' through the 6 with my woes (Yeah!)"
Lil Uzi Vert,Money Longer,hip_hop,"Yeah, it do not matter Turned to a savage, pocket got fatter, she call me daddy Smokin' that gas, gone off that Xanny, she on the powder Nowadays I am on, my haters got sadder Money got longer, speaker got louder, car got faster Turned to a savage, pocket got fatter, she call me daddy Smokin' that gas, gone off that Xanny, she on the powder Nowadays I am on, my haters got sadder Money got longer, speaker got louder, car got faster Money so old, dollars spoiled (Spoiled) Yeah, my lil' bitch so spoiled (Spoiled) Yeah, I rub her down in oil Yeah, I got money, now you know it, yeah Diamonds on my teeth Yeah, your shit look like foil Yeah, Chris Brown said these hoes ain't loyal, yeah None of these hoes got no morals, yeah All my niggas G-ed up Yeah, my glasses be Dita Never thought that it'd be days I could kick my feet up (Huh?) Never thought that she would need me that much if I leave her It do not matter Turned to a savage, pocket got fatter, she call me daddy Smokin' that gas, gone off that Xanny, she on the powder Nowadays I am on, my haters got sadder Money got longer, speaker got louder, car got faster Turned to a savage, pocket got fatter, she call me daddy Smokin' that gas, gone off that Xanny, she on the powder Nowadays I am on, my haters got sadder Money got longer, speaker got louder, car got faster Turned to a savage, pocket got fatter, she call me daddy Smokin' that gas, gone off that Xanny, she on the powder Nowadays I am on, my haters got sadder Money got longer, speaker got louder, car got faster"
MadeinTYO,Uber Everywhere,hip_hop,"K. Swisha on the track Skrrt-skrrt Hey, hey, hey Skrrt-skrrt I know anywhere Hey, hey Nawfside cooling, shorty, yeah that's where I stay Heard you was a lame, boy Get up out my face And my ex keep calling, swear that she be in the way And I need a thick redbone shorty where I lay Bad bih in L.A., tell me that she'll make the trip Shorty bad as hell, yeah, with them Kylie Jenner lips Uber every-fucking-where, pre-rolls in my VIP Canada jawn, yeah I think that bitch from the 6 Shorty wanna kiss me, but I know she sucking dick Shorty wanna kiss me, but I know she sucking dick Look, Uber everywhere, pre-rolls in the VIP Yeah, Uber everywhere, pre-rolls in my VIP Ayy (Skrrt-skrrt)"
Megan Thee Stallion,Big Ole Freak,hip_hop,"Tell me... (Lil Ju made this beat) Tell me, is it love? Is it love again? Ooh-ooh Ayy, big ole freak, huh Big booty, big ole treat (Ah) I'ma make him wait for the pussy Hit it 'til he big ole skeet, ayy (Baow, baow, baow) Feet on the bed (Ayy) I'll fuck him up in the head Suck it, then look in his eyes Then the next day, I might leave him on read, ayy (Mwah) Pop it, pop it (Pop it) Daydreaming 'bout how I rock it, huh He hit my phone with a horse So I know that mean come over and ride it (Ride, ride, ride) Shit, I'm on the way, huh (Ayy) Ride on that dick, I'm like ""Yay,"" hey (Woo) Usually, I like to fuck (I like to fuck) But tonight, we gon' make love cause you bae, huh Nobody know (Nah) I fuck with him on the low (Of course) We never show up together But I text him when I'm ready to go, ayy I had a couple of shots at the bar (Yeah) I'm finna play with that dick in the car (Skrrt, skrrt) I got him swervin' and breakin' the law These windows tinted so nobody saw"
YoungBoy Never Broke Again,Outside Today,hip_hop,"Yeah, I ain't going outside today Yeah, pour me up DMac got me too bangin' (Slatt) Tryna hide from the camera I ain't goin' outside today Couldn't find Hi-Tec So I'm drinkin' on Act' today I'ma pull up in style We gon' do a drive by in the Wraith I'ma take it to trial Pray to Lord I beat the case That money be callin' I don't do no talkin' So get the fuck outta my face Got a TEC and a chopper With a hundred thousand dollars up in the Wraith You know I ain't slippin' You know that I'm with it I'll shoot him right up in his face 3Three say that I'm trippin' You know that I'm drippin' I'm wrapped in Saran today I just bought a brand new watch from God I ain't put it on yet I don't care 'bout no bitch I ain't givin' her shit Spend it all on my homies I can put on my son, from my car to my house Everything, I own it When it come to that money you know I ain't stuntin' I be on it I just got a pet monkey, cashed out on a tiger But really don't want it, my son don't like him He say that we beefin', you know I won't fight him My clip full of thunder, you know that I'll strike 'em Wanna join NBA, go and catch you a body Free Kevin Gates, it's a murder for hire Double G gang on the front of my title Got rid of my Glock and I bought me a rifle"
Saweetie,My Type,hip_hop,"Hennessy on my lips, take a little sip Privacy on the door, I'ma make the shit grip Rich nigga, eight-figure, that's my type That's my type, nigga, that's my type Eight-inch big, ooh, that's good pipe Bad bitch, I'ma ride the dick all night Rich nigga, eight-figure, that's my type That's my type, nigga, that's my type Eight-inch big, ooh, that's good pipe That's my type, nigga, that's my type New wrist, new whip, ride around dipped I can see why all these basic hoes pissed Bust down wrist, not a bust down bitch (Ah) Said I want your man, no the fuck I don't, sis (Uh, uh) If he a rich nigga, why he still hitting licks? (Licks) Nigga spending bread but he still can't hit Bitch please (Bitch), Lamborghini keys Pussy dripping ice, he get flown out to me Bitch please, I want a man with the Bs (Yeah) Pussy from the Bay, goin' dumb on the D (Hahaha)"
Mac Miller,Self Care,hip_hop,"Check, check, check, check, check, check Mhm, mhm Okay It don't work, it don't work It don't work, it don't work Yeah, yeah, yeah, yeah It don't work, it don't work Yeah, yeah, yeah It don't work, it don't work I switched the time zone, but what do I know? Spendin' nights hitchhikin', where will I go? I could fly home, with my eyes closed But it'd get kinda hard to see, that's no surprise though And you could find me, I ain't hidin' I don't move my feet when I be glidin' I just slide in and then I roll out Yep Well, climbin' over that wall (Yeah, wall, wall), mm I remember, yes, I remember, yes, I remember it all Swear the height be too tall (Yeah), so like September I fall (Down, down, down) Down below Now I know that the medicine be on call, yeah (Gimme, gimme, gimme) When it's feelin' like you hot enough to melt, yeah (Melt, yeah) Can't trust no one, can't even trust yourself, yeah (Self, yeah) And I love you, I don't love nobody else, yeah (Else, yeah)"
Nicki Minaj,Chun,hip_hop,"Ayo, look like I'm goin' for a swim Dunked on 'em, now I'm swingin' off the rim Bitch ain't comin' off the bench While I'm comin' off the court fully drenched Here go some haterade, get ya thirst quenched Styled on 'em in this Burberry trench These birds copy every word, every inch But gang gang got the hammer and the wrench (Brrr) I pull up in that quarter milli off the lot Oh, now she tryna be friends like I forgot Show off my diamonds like I'm signed by the Roc (By the rock) Ain't pushin' out his babies 'til he buy the rock Ayo, I been on, bitch, you been corn Bentley tints on, Fendi prints on I mean I been Storm, X-Men been formed He keep on dialin' Nicki like the Prince song I-I-I been on, bitch, you been corn Bentley tints on, Fendi prints on Ayo, I been north, Lara been Croft Plates say Chun-Li, drop the Benz off Oh, I get it, huh, they paintin' me out to be the bad guy Well it's the last time you gonna see a bad guy do the rap game like me"
Young Thug,Check,hip_hop,"I can see that bullshit from a mile away (See it) You can stack my money 'bout a mile away (Stack it) I got three white bitches like it's powder day (White) Mink coat with the rolls like a Shar Pei And all of my bitches sexy, call them Barbies (Sexy) She lookin' back like I'm flexin', baby, no way (Uh-uh) And lately, I been on that D'usse, yee (We got London on the track) Got me a check, I got a check Yeah, I done got me a check, I got a check (Sheesh, sheesh) Yeah, I done got me a check, I got a check (Sheesh) Yeah, I done got me a check, oh, got a check (Yeah, yeah-yeah!) Money on my mind, I got money on my brain Money in my pants, I got money I call change 20, 50, 100, 500 millions made Big hunna Thugga, screamin' free that Gucci Mane If I need some racks, I'ma flip me some packs I talk like I want and she don't say nothin' back If cops pull up, I put that crack in my crack Or I put that brack in my brack Call little shawty, made her fuck on my brodie If you don't owe me, bitch, still act like you owe me I promise I won't ever quit, bitch, I'm Kobe And I whip that white, you can snow me Stoner Young Thugger I whip it, that bitch, yeah, she know me, Young Thugger Yeah, she shinin' like butter The bitch from Chicago, I call her young Cutler Leave it to Beaver I pull up in Bentleys with London, they all want to meet him Yeah, they all wanna greet him They pull down they pants and they all wanna eat him, uh No, they won't tease on that dick, they won't read on that dick They won't leash on that dick, don't Felicia that dick Mamacita that dick, they gon' snitch on that dick And she screamin' loud, she can't secret that dick Mama a beast on that dick If she bad, I'ma gon' an' Four Season that bitch Eat that, lil' bitch, I'ma feast that lil' bitch, mm"
Yo Gotti,Down In the DM,hip_hop,"I seen your girl post her BM (W) So I hit her in her DM All eyes, yeah, I see 'em Yeah, that's your man? I'd hate to be him (Whoop) It goes down in the DM (It go down) It go down in the DM (It go down, it go, down) It goes down in the DM (It go down) It go down in the DM (It go down, it go, down) I tell her, Snapchat me that pussy, mood Or Facetime me that pussy if it's, cool (Woo) Boy, my DM poppin' (DM poppin') My DM just caught a body (Mood) I got celebs in this DM (Who?) They breakin' news if they see them (Who!?) But nah we don't do no talkin' (We don't do no talkin') We see sucker shit too often (Fuck nigga) I seen your girl post her BM So I hit her in her DM All eyes, yeah, I see 'em Yeah, that's your man? I'd hate to be him (Whoop) It goes down in the DM (It go down) It go down in the DM (It go down, it go, down) It goes down in the DM (It go down) It go down in the DM (It go down, I tell 'em, it go, down)"
A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),hip_hop,"Uh (Uh) Yeah (Lord Pretty Flacko, nigga) Yeah (Yeah) Yeah (Yeah) Whoo (Whoo) Yeah (Yeah) Yeah Who the jiggy nigga with the gold links? Got me reminiscin' 'bout my old day Three 6, suck a nigga dick, no foreplay, all day Boomin' out the trap through the hallway Tell me, what you niggas know about it? Auntie sayin' turn it down, or she finna call the cops We be plottin' on the opps, she the one who got the drop Just a free quick fix of the A, and it's okay They gon' take me back to my old ways I was tryna chill, poppin' seals ever since I got a deal Kick it with my model chick, sip Cris', fuck niggas wanna diss Now I gotta let 'em know who's really trill Lord Pretty Flacko Jodye Dirty fuck niggas, how you been? You been crossin' our minds Niggas talk down every now and then On the side, who gave 'em style nine times out of ten? It was Flacko Jodye, Flacko Jodye Flacko Jodye, Flacko Jodye See A$AP Rocky LiveGet tickets as low as $214You might also like I ain't never lookin' for no handouts Broke ass niggas never helpin' with they hands out Find out where the fuck nigga live then we camp out Screamin' fuck the world, never catch me with my pants down Always been a stand-up guy, I'd rather stand out Raf Simons, Stan Smith edition with my bands out I'm the trillest one to do it since Pimp, nigga hands down If a nigga put his hands on me, that's a man down Trick, what? Pimps up, hoes down, woah now Slow down, see they runnin' with my old style Grow foul, gold smile, you ho now, thuggin' with my old style It's a shame how they low down Dirty like Adidas on my sneaker feature, uh Trappin' through the speaker, peep the beeper ringer, uh Turnin' off phones, just to reach 'em, gotta beep 'em I'm a Lord motherfucker, better greet him if you see him Lord Pretty Flacko Jodye Dirty fuck niggas, how you been? You been crossin' our minds Niggas talk down every now and then On the side, who gave 'em style nine times out of ten? It was Flacko Jodye, Flacko Jodye Flacko Jodye, Flacko Jodye"
